,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2021-01-01,54778.820425268845,-20067.405319796017,221053.58312339167,54778.820425268845,54778.820425268845,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,0.7484123812849959,0.7484123812849959,0.7484123812849959,0.155057699610331,0.155057699610331,0.155057699610331,1.1141610761279686,1.1141610761279686,1.1141610761279686,0.0,0.0,0.0,95775.96786372748
1,2021-01-11,47418.78169424167,-82863.27040778357,164172.04406009737,47418.78169424167,47418.78169424167,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,-0.09941815377167013,-0.09941815377167013,-0.09941815377167013,0.6289291614523548,0.6289291614523548,0.6289291614523548,-0.20754092077072137,-0.20754092077072137,-0.20754092077072137,0.0,0.0,0.0,42704.4939640983
2,2021-01-15,44474.76662136503,-67901.52275368937,166731.33879527854,44474.76662136503,44474.76662136503,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,-0.01564021053970588,-0.01564021053970588,-0.01564021053970588,0.1550576996163534,0.1550576996163534,0.1550576996163534,0.35010848429724445,0.35010848429724445,0.35010848429724445,0.0,0.0,0.0,43779.1719077026
3,2021-01-21,40058.74401205005,-133539.2637831154,101609.86193482892,40058.74401205005,40058.74401205005,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,-1.4004030802419853,-1.4004030802419853,-1.4004030802419853,-2.58921956627691,-2.58921956627691,-2.58921956627691,1.7096228804882285,1.7096228804882285,1.7096228804882285,0.0,0.0,0.0,-16039.644493050026
4,2021-01-30,33434.71009807759,-85375.68137138785,153938.35422811448,33434.71009807759,33434.71009807759,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,-0.00988720370815066,-0.00988720370815066,-0.00988720370815066,-1.4497914026424683,-1.4497914026424683,-1.4497914026424683,1.9607105933876212,1.9607105933876212,1.9607105933876212,0.0,0.0,0.0,33104.134308414934
5,2021-02-01,31962.70280236438,-34427.7200929084,205252.07825210856,31962.70280236438,31962.70280236438,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,1.6155961233566032,1.6155961233566032,1.6155961233566032,0.628929161463022,0.628929161463022,0.628929161463022,1.5074733563468856,1.5074733563468856,1.5074733563468856,0.0,0.0,0.0,83601.5215418635
6,2021-02-11,24602.666323798356,-206371.02965877223,32228.35796796077,24602.666323798356,24602.666323798356,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,-4.62057660574772,-4.62057660574772,-4.62057660574772,-2.5892195662801596,-2.5892195662801596,-2.5892195662801596,-1.5105506450142587,-1.5105506450142587,-1.5105506450142587,0.0,0.0,0.0,-89075.8381309616
7,2021-02-14,22394.655638085354,-172967.2773132151,55968.49775856245,22394.655638085354,22394.655638085354,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,-3.452337911850065,-3.452337911850065,-3.452337911850065,-1.1345841483596093,-1.1345841483596093,-1.1345841483596093,-1.7969473690371516,-1.7969473690371516,-1.7969473690371516,0.0,0.0,0.0,-54919.26304410353
8,2021-02-16,20922.648514276694,-37216.43525025524,205122.66957230767,20922.648514276694,20922.648514276694,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,2.7392988365972024,2.7392988365972024,2.7392988365972024,4.91883576840399,4.91883576840399,4.91883576840399,-1.658730537353484,-1.658730537353484,-1.658730537353484,0.0,0.0,0.0,78236.03524796703
9,2021-02-27,12826.609333329026,-90909.00316611891,136787.08266422668,12826.609333329026,12826.609333329026,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,0.9132543924536859,0.9132543924536859,0.9132543924536859,-1.4497914026393974,-1.4497914026393974,-1.4497914026393974,2.883852189546387,2.883852189546387,2.883852189546387,0.0,0.0,0.0,24540.566647279204
10,2021-03-01,11354.604049567084,-68319.9606692429,175815.2556935947,11354.604049567084,11354.604049567084,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,3.9420853547374937,3.9420853547374937,3.9420853547374937,0.628929161457265,0.628929161457265,0.628929161457265,3.8339625877335313,3.8339625877335313,3.8339625877335313,0.0,0.0,0.0,56115.42238220852
11,2021-03-11,3994.577630757355,-109587.00832023477,121306.40312139929,3994.577630757355,3994.577630757355,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,1.5223203357955364,1.5223203357955364,1.5223203357955364,-2.5892195662804025,-2.5892195662804025,-2.5892195662804025,4.632346296529243,4.632346296529243,4.632346296529243,0.0,0.0,0.0,10075.60439097323
12,2021-03-12,3258.60902684616,-106753.85212355743,124686.35446879522,3258.60902684616,3258.60902684616,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,3.905731070120973,3.905731070120973,3.905731070120973,0.15505769961066615,0.15505769961066615,0.15505769961066615,4.271479764963609,4.271479764963609,4.271479764963609,0.0,0.0,0.0,15985.859548375875
13,2021-03-16,314.73461120137824,-115053.44022824122,122670.77923353684,314.73461120137824,314.73461120137824,-0.5208063944533037,-0.5208063944533037,-0.5208063944533037,6.647797815062178,6.647797815062178,6.647797815062178,4.918835768405859,4.918835768405859,4.918835768405859,2.2497684411096217,2.2497684411096217,2.2497684411096217,0.0,0.0,0.0,2407.0266718703447
