,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2021-01-01,-1999053.9278462057,88264.88188057528,111877.87345073707,-1999053.9278462057,-1999053.9278462057,-7.363118703394031,-7.363118703394031,-7.363118703394031,-1.0500192282830696,-1.0500192282830696,-1.0500192282830696,-0.02973986436688954,-0.02973986436688954,-0.02973986436688954,6.342839339477853,6.342839339477853,6.342839339477853,0.0,0.0,0.0,99991.1347671063
1,2021-01-15,-812416.5516292487,138759.2320975083,162113.51301426304,-812416.5516292487,-812416.5516292487,-7.363118703394031,-7.363118703394031,-7.363118703394031,-1.1845863903626235,-1.1845863903626235,-1.1845863903626235,-0.029739864366913372,-0.029739864366913372,-0.029739864366913372,6.208272177398321,6.208272177398321,6.208272177398321,0.0,0.0,0.0,149961.03873609295
2,2021-01-30,458980.6385053994,151478.17579252648,174543.59648268754,458980.6385053994,458980.6385053994,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.6444892992560085,-0.6444892992560085,-0.6444892992560085,-0.01605132434524508,-0.01605132434524508,-0.01605132434524508,6.734680728483268,6.734680728483268,6.734680728483268,0.0,0.0,0.0,163172.52842297917
3,2021-02-01,628500.2638296925,265421.83234500926,287696.4984591206,628500.2638296925,628500.2638296925,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.5604511090113569,-0.5604511090113569,-0.5604511090113569,-0.01253080044681094,-0.01253080044681094,-0.01253080044681094,6.815198394829486,6.815198394829486,6.815198394829486,0.0,0.0,0.0,276256.59395241097
4,2021-02-16,1899897.4546215304,271122.0040259751,295412.4890949291,1899897.4546215304,1899897.4546215304,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8507226303378149,-0.8507226303378149,-0.8507226303378149,0.003527747149538865,0.003527747149538865,0.003527747149538865,6.508868325906678,6.508868325906678,6.508868325906678,0.0,0.0,0.0,283611.6946537827
5,2021-02-27,2832255.3943271195,336153.8341305907,359597.44332232134,2832255.3943271195,2832255.3943271195,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8771654489947471,-0.8771654489947471,-0.8771654489947471,-0.016051324345287915,-0.016051324345287915,-0.016051324345287915,6.5020045787445735,6.5020045787445735,6.5020045787445735,0.0,0.0,0.0,347898.81969437713
6,2021-03-01,3001775.02005344,430469.65160584607,454217.9711983556,3001775.02005344,3001775.02005344,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8525701802350305,-0.8525701802350305,-0.8525701802350305,-0.012530800446804885,-0.012530800446804885,-0.012530800446804885,6.523079323605805,6.523079323605805,6.523079323605805,0.0,0.0,0.0,442551.1501814663
7,2021-03-12,3934132.961420763,444433.73970034835,466848.93253259495,3934132.961420763,3934132.961420763,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8843961859909035,-0.8843961859909035,-0.8843961859909035,-0.0297398643668874,-0.0297398643668874,-0.0297398643668874,6.5084623817700145,6.5084623817700145,6.5084623817700145,0.0,0.0,0.0,454800.77515914175
8,2021-03-16,4273172.21270021,460270.62898462533,483481.03074178874,4273172.21270021,4273172.21270021,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8894077480107578,-0.8894077480107578,-0.8894077480107578,0.003527747149490582,0.003527747149490582,0.003527747149490582,6.470183208233783,6.470183208233783,6.470183208233783,0.0,0.0,0.0,472579.73814036907
9,2021-03-28,5290289.966035658,488122.3753824499,512259.6045764386,5290289.966035658,5290289.966035658,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9054900347185448,-0.9054900347185448,-0.9054900347185448,0.004290427827293719,0.004290427827293719,0.004290427827293719,6.4533382408481925,6.4533382408481925,6.4533382408481925,0.0,0.0,0.0,499985.1210188606
10,2021-03-30,5459809.591531184,535480.9511137268,559058.2878436312,5459809.591531184,5459809.591531184,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8997256803734875,-0.8997256803734875,-0.8997256803734875,0.003527747149545349,0.003527747149545349,0.003527747149545349,6.459865275870999,6.459865275870999,6.459865275870999,0.0,0.0,0.0,547478.6920810963
11,2021-04-01,5629329.216955407,581607.2863882245,603220.1964237356,5629329.216955407,5629329.216955407,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.8946829381944087,-0.8946829381944087,-0.8946829381944087,0.0033565581578115285,0.0033565581578115285,0.0033565581578115285,6.465079207041811,6.465079207041811,6.465079207041811,0.0,0.0,0.0,592864.4130661135
12,2021-04-15,6815966.595705768,661194.3901414062,684939.9611083071,6815966.595705768,6815966.595705768,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9011338227168031,-0.9011338227168031,-0.9011338227168031,0.0033565581579626594,0.0033565581579626594,0.0033565581579626594,6.458628322519266,6.458628322519266,6.458628322519266,0.0,0.0,0.0,673868.5618073946
13,2021-04-30,8087363.788218739,669686.3873462942,693832.0316903417,8087363.788218739,8087363.788218739,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9155919563399381,-0.9155919563399381,-0.9155919563399381,-0.029739864366890544,-0.029739864366890544,-0.029739864366890544,6.477266611420984,6.477266611420984,6.477266611420984,0.0,0.0,0.0,682638.5557307713
14,2021-05-01,8172123.6010203855,772066.613520731,796426.2269815606,8172123.6010203855,8172123.6010203855,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9040203208109645,-0.9040203208109645,-0.9040203208109645,-0.0160513243453398,-0.0160513243453398,-0.0160513243453398,6.4751497069284065,6.4751497069284065,6.4751497069284065,0.0,0.0,0.0,784357.801519082
15,2021-05-11,9019721.72899192,777908.6171541136,801301.934703498,9019721.72899192,9019721.72899192,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9123599453154672,-0.9123599453154672,-0.9123599453154672,0.0035277471496070424,0.0035277471496070424,0.0035277471496070424,6.447231010928959,6.447231010928959,6.447231010928959,0.0,0.0,0.0,790488.905568121
16,2021-05-13,9189241.354571821,802959.2758955343,825470.6871720458,9189241.354571821,9189241.354571821,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9114242050708744,-0.9114242050708744,-0.9114242050708744,0.0033565581580281088,0.0033565581580281088,0.0033565581580281088,6.44833794016513,6.44833794016513,6.44833794016513,0.0,0.0,0.0,813944.3577767939
17,2021-05-17,9528280.605896357,799420.5948956481,822899.0600035258,9528280.605896357,9528280.605896357,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9149050745168986,-0.9149050745168986,-0.9149050745168986,-0.012530800446822811,-0.012530800446822811,-0.012530800446822811,6.460744429323955,6.460744429323955,6.460744429323955,0.0,0.0,0.0,810808.3281408306
18,2021-05-31,10714917.986139292,826185.9649507191,849584.5665465887,10714917.986139292,10714917.986139292,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9217488728392649,-0.9217488728392649,-0.9217488728392649,-0.012530800446818613,-0.012530800446818613,-0.012530800446818613,6.453900631001584,6.453900631001584,6.453900631001584,0.0,0.0,0.0,838454.4098502336
19,2021-06-01,10799677.799027907,910942.4014979444,933879.5573434415,10799677.799027907,10799677.799027907,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9145518203531949,-0.9145518203531949,-0.9145518203531949,0.003527747149503777,0.003527747149503777,0.003527747149503777,6.445039135891334,6.445039135891334,6.445039135891334,0.0,0.0,0.0,922812.8086989489
20,2021-06-09,11477756.301909199,923051.08147457,947256.6008383608,11477756.301909199,11477756.301909199,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9185398908586767,-0.9185398908586767,-0.9185398908586767,0.04714725602424954,0.04714725602424954,0.04714725602424954,6.397431556511107,6.397431556511107,6.397431556511107,0.0,0.0,0.0,934979.2810510346
21,2021-06-15,11986315.179070171,943358.253306059,966323.7642022402,11986315.179070171,11986315.179070171,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9203311655484312,-0.9203311655484312,-0.9203311655484312,0.0035277471495585434,0.0035277471495585434,0.0035277471495585434,6.439259790696042,6.439259790696042,6.439259790696042,0.0,0.0,0.0,954935.7596856677
22,2021-06-29,13172952.559112433,964131.5855743726,987507.3853286991,13172952.559112433,13172952.559112433,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9259711781210405,-0.9259711781210405,-0.9259711781210405,0.0035277471494278905,0.0035277471494278905,0.0035277471494278905,6.433619778123563,6.433619778123563,6.433619778123563,0.0,0.0,0.0,975178.1586185185
23,2021-07-01,13342472.184832757,1063062.9814362675,1086568.8752731478,13342472.184832757,13342472.184832757,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9194437925358709,-0.9194437925358709,-0.9194437925358709,0.003356558157965041,0.003356558157965041,0.003356558157965041,6.440318352700195,6.440318352700195,6.440318352700195,0.0,0.0,0.0,1074818.957405759
24,2021-08-01,15970026.38349777,1163043.9987571125,1186647.2052969954,15970026.38349777,15970026.38349777,-7.363118703394031,-7.363118703394031,-7.363118703394031,-0.9264262099032143,-0.9264262099032143,-0.9264262099032143,0.004290427827279907,0.004290427827279907,0.004290427827279907,6.432402065663537,6.432402065663537,6.432402065663537,0.0,0.0,0.0,1174975.368979594
25,2021-08-02,16054786.196357936,-26278822.35464519,-26254682.219835166,16054786.196357936,16054786.196357936,-7.363118703394031,-7.363118703394031,-7.363118703394031,-2.6360331420516947,-2.6360331420516947,-2.6360331420516947,-0.012530800446768083,-0.012530800446768083,-0.012530800446768083,4.739616361789105,4.739616361789105,4.739616361789105,0.0,0.0,0.0,-26266162.30579565
26,2021-08-03,16139546.0092181,-57709913.18251599,-57686644.4130834,16139546.0092181,16139546.0092181,-7.363118703394031,-7.363118703394031,-7.363118703394031,-4.57493990593676,-4.57493990593676,-4.57493990593676,0.0035277471496200164,0.0035277471496200164,0.0035277471496200164,2.784651050307651,2.784651050307651,2.784651050307651,0.0,0.0,0.0,-57697907.09205616
27,2021-08-04,16224305.822078256,-93303587.60113455,-93280603.9493456,16224305.82206836,16224305.822098298,-7.363118703394031,-7.363118703394031,-7.363118703394031,-6.7501449902301776,-6.7501449902301776,-6.7501449902301776,0.04714725602427028,0.04714725602427028,0.04714725602427028,0.5658264571395835,0.5658264571395835,0.5658264571395835,0.0,0.0,0.0,-93292110.84278558
28,2021-08-05,16309065.634938419,-134949517.12782997,-134926927.36086416,16309065.634887297,16309065.635024678,-7.363118703394031,-7.363118703394031,-7.363118703394031,-9.273786436567095,-9.273786436567095,-9.273786436567095,0.0033565581579842116,0.0033565581579842116,0.0033565581579842116,-1.9140242913310472,-1.9140242913310472,-1.9140242913310472,0.0,0.0,0.0,-134937726.043436
